artist,net_value
Taylor Swift,10.954616588419407
Lana Del Rey,13.357400722021659
The Weeknd,-0.33003300330032914
SZA,13.105924596050272
Kendrick Lamar,-5.956112852664582
Radiohead,0.4878048780487809
Frank Ocean,1.430842607313199
Men I Trust,14.233576642335768
Kanye West,0.7223942208462368
Phoebe Bridgers,-1.1627906976744171
